city,timestamp,location_id,location,lat,lon,pm2_5,pm10,no2,o3,so2,co,temperature_c,humidity,pressure_hpa,wind_speed_ms,wind_direction,road_count,industrial_count,waste_count,farmland_count,pollution_source,dist_to_industry_km,dist_to_road_km,dist_to_dump_km,hour,day_of_week,day_of_year,month,is_weekend,is_rush_hour,is_dry_season,season
Vijayawada,2026-02-22 17:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1595375722543352,0.1470383275261324,0.0813278008298755,0.1149068322981366,0.0241715399610136,0.1939953810623556,0.6779661016949153,0.3218390804597701,0.829457364341085,0.7155025553662692,0.4289693593314763,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,17,6,53,2,1,1,1,1
Vijayawada,2026-02-22 18:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1595375722543352,0.1470383275261324,0.0813278008298755,0.1149068322981366,0.023391812865497,0.1939953810623556,0.5932203389830509,0.4482758620689654,0.8397932816537477,0.8568994889267462,0.4206128133704735,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,18,6,53,2,1,1,1,1
Vijayawada,2026-02-22 19:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1595375722543352,0.1470383275261324,0.0813278008298755,0.1149068322981366,0.0224171539961013,0.1993071593533487,0.5084745762711865,0.5747126436781609,0.8565891472868223,0.7018739352640545,0.4122562674094707,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,19,6,53,2,1,1,1,1
Vijayawada,2026-02-22 20:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1595375722543352,0.1470383275261324,0.0813278008298755,0.1149068322981366,0.0214424951267056,0.2016166281755196,0.4830508474576273,0.6091954022988506,0.8656330749354009,0.5724020442930153,0.3816155988857939,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,20,6,53,2,1,1,1,1
Vijayawada,2026-02-22 21:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1595375722543352,0.1470383275261324,0.0813278008298755,0.1149068322981366,0.0237816764132553,0.2066974595842956,0.4449152542372881,0.6896551724137931,0.8759689922480618,0.4599659284497445,0.3426183844011142,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,21,6,53,2,1,0,1,1
Vijayawada,2026-02-22 22:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1583815028901734,0.1452961672473867,0.0813278008298755,0.1149068322981366,0.0222222222222222,0.2050808314087759,0.4237288135593221,0.735632183908046,0.8798449612403108,0.4548551959114139,0.3314763231197771,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,22,6,53,2,1,0,1,1
Vijayawada,2026-02-22 23:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1531791907514451,0.1411149825783972,0.0813278008298755,0.1149068322981366,0.022027290448343,0.2055427251732101,0.406779661016949,0.7931034482758621,0.8759689922480618,0.4020442930153322,0.3481894150417827,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,23,6,53,2,1,0,1,1
Vijayawada,2026-02-23 00:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1514450867052023,0.1390243902439024,0.0813278008298755,0.1149068322981366,0.0243664717348927,0.2094688221709006,0.4025423728813561,0.8160919540229885,0.8682170542635657,0.3679727427597956,0.3593314763231198,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,0,0,54,2,0,0,1,1
Vijayawada,2026-02-23 01:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1601156069364162,0.1473867595818815,0.0813278008298755,0.1149068322981366,0.0237816764132553,0.2113163972286374,0.3898305084745764,0.8505747126436782,0.8617571059431519,0.293015332197615,0.3983286908077994,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,1,0,54,2,0,0,1,1
Vijayawada,2026-02-23 02:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1647398843930635,0.151567944250871,0.0813278008298755,0.1149068322981366,0.023391812865497,0.2113163972286374,0.3728813559322034,0.885057471264368,0.8578811369509047,0.1567291311754685,0.362116991643454,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,2,0,54,2,0,0,1,1
Vijayawada,2026-02-23 03:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1624277456647399,0.1491289198606271,0.0813278008298755,0.1149068322981366,0.0257309941520467,0.2055427251732101,0.3516949152542373,0.9195402298850576,0.8578811369509047,0.1908006814310051,0.3370473537604456,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,3,0,54,2,0,0,1,1
Vijayawada,2026-02-23 04:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1566473988439306,0.1442508710801393,0.0813278008298755,0.1149068322981366,0.0251461988304093,0.2071593533487297,0.3474576271186441,0.9310344827586208,0.8604651162790713,0.1856899488926746,0.2924791086350974,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,4,0,54,2,0,0,1,1
Vijayawada,2026-02-23 10:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1554913294797687,0.1428571428571428,0.0813278008298755,0.1149068322981366,0.0267056530214424,0.1997690531177829,0.6483050847457626,0.4597701149425288,0.8914728682170541,0.2657580919931857,0.3649025069637883,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,10,0,54,2,0,1,1,1
Vijayawada,2026-02-23 11:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1531791907514451,0.140766550522648,0.0813278008298755,0.1149068322981366,0.026120857699805,0.1766743648960739,0.6864406779661018,0.425287356321839,0.8850129198966421,0.3373083475298126,0.362116991643454,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,11,0,54,2,0,0,1,1
Vijayawada,2026-02-23 12:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1786127167630057,0.1658536585365853,0.0697095435684647,0.1211180124223602,0.0230019493177387,0.1609699769053117,0.7415254237288137,0.367816091954023,0.869509043927648,0.3441226575809199,0.3593314763231198,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,12,0,54,2,0,0,1,1
Vijayawada,2026-02-23 13:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.2179190751445086,0.2041811846689895,0.0680497925311203,0.1220496894409937,0.0218323586744639,0.1558891454965358,0.7584745762711865,0.3333333333333333,0.8527131782945752,0.3679727427597956,0.3871866295264624,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,13,0,54,2,0,0,1,1
Vijayawada,2026-02-23 14:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.2115606936416185,0.1979094076655052,0.0680497925311203,0.1220496894409937,0.0198830409356725,0.1519630484988452,0.7881355932203392,0.2988505747126437,0.8359173126614987,0.41396933560477,0.4094707520891364,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,14,0,54,2,0,0,1,1
Vijayawada,2026-02-23 15:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1988439306358381,0.1860627177700348,0.0680497925311203,0.1220496894409937,0.0210526315789473,0.1501154734411085,0.7881355932203392,0.2528735632183908,0.8268733850129202,0.3781942078364566,0.3983286908077994,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,15,0,54,2,0,0,1,1
Vijayawada,2026-02-23 16:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.2213872832369942,0.2076655052264808,0.0547717842323651,0.1313664596273291,0.0162573099415204,0.1454965357967667,0.7754237288135594,0.2298850574712643,0.8229974160206712,0.3185689948892675,0.3704735376044568,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,16,0,54,2,0,0,1,1
Vijayawada,2026-02-23 17:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.2115606936416185,0.1986062717770035,0.0547717842323651,0.1313664596273291,0.0162768031189083,0.1454965357967667,0.7245762711864409,0.2873563218390805,0.829457364341085,0.4344122657580919,0.467966573816156,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,17,0,54,2,0,1,1,1
Vijayawada,2026-02-23 18:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.2040462427745664,0.1912891986062717,0.0547717842323651,0.1313664596273291,0.0169590643274853,0.1519630484988452,0.5762711864406779,0.5057471264367817,0.8436692506459949,0.4156729131175468,0.5766016713091923,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,18,0,54,2,0,1,1,1
Vijayawada,2026-02-23 19:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1971098265895954,0.1850174216027874,0.0547717842323651,0.1313664596273291,0.0155360623781676,0.1612009237875288,0.5508474576271188,0.5747126436781609,0.8591731266149871,0.3236797274275979,0.5041782729805014,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,19,0,54,2,0,1,1,1
Vijayawada,2026-02-23 20:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.191907514450867,0.1797909407665505,0.0547717842323651,0.1313664596273291,0.0166666666666666,0.1709006928406466,0.5254237288135594,0.6206896551724137,0.869509043927648,0.4855195911413969,0.4568245125348189,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,20,0,54,2,0,1,1,1
Vijayawada,2026-02-23 21:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1872832369942196,0.1756097560975609,0.0547717842323651,0.1313664596273291,0.0176218323586744,0.1697459584295612,0.5042372881355933,0.6091954022988506,0.8798449612403108,0.3713798977853492,0.3509749303621169,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,21,0,54,2,0,0,1,1
Vijayawada,2026-02-23 22:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1855491329479768,0.1738675958188153,0.0547717842323651,0.1313664596273291,0.0166666666666666,0.1697459584295612,0.4533898305084746,0.6091954022988506,0.8850129198966421,0.6183986371379897,0.2284122562674094,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,22,0,54,2,0,0,1,1
Vijayawada,2026-02-23 23:00:00,3409392,"Kanuru, Vijayawada - APPCB",16.489,80.694,0.1838150289017341,0.1721254355400696,0.0547717842323651,0.1313664596273291,0.0179142300194931,0.1674364896073903,0.3983050847457626,0.7011494252873562,0.8824289405684755,0.505962521294719,0.2116991643454039,35199,7,11,277,Burning,4.848066027165628,5.574876424681751,3.685972569995114,23,0,54,2,0,0,1,1
